image_id,has_oilpalm
img_000022018.jpg,-2.817866
img_000042017.jpg,-1.7238946
img_000052017.jpg,-2.5033143
img_000062017.jpg,-2.6050792
img_000062018.jpg,-2.9342272
img_000122017.jpg,-2.8193936
img_000142018.jpg,-2.7224836
img_000162018.jpg,-2.6653132
img_000182017.jpg,-2.5274727
img_000262017.jpg,-2.3310316
img_000292017.jpg,-2.6013765
img_000302018.jpg,-2.6275265
img_000342018.jpg,-2.6917038
img_000382017.jpg,-2.4689183
img_000382018.jpg,-2.4717197
img_000422017.jpg,-2.5099165
img_000422018.jpg,-2.5743065
img_000432017.jpg,-2.7080655
img_000472018.jpg,-2.6059384
img_000532017.jpg,-2.6225944
img_000542018.jpg,-2.5370262
img_000552017.jpg,-2.6522548
img_000592017.jpg,-2.760081
img_000602018.jpg,-2.4238114
img_000622017.jpg,-2.6704154
img_000622018.jpg,0.16796932
img_000632018.jpg,-2.5301723
img_000672018.jpg,-2.96675
img_000682018.jpg,0.21319151
img_000692017.jpg,-2.6304486
img_000702017.jpg,-2.9080982
img_000752017.jpg,-2.280716
img_000762017.jpg,-2.5198212
img_000812018.jpg,-2.7225838
img_000822018.jpg,-2.4381795
img_000832018.jpg,-2.482012
img_000842018.jpg,-2.5170226
img_000852018.jpg,-2.5651135
img_000872018.jpg,-2.5142376
img_000882017.jpg,-2.707296
img_000882018.jpg,-2.4903345
img_000902018.jpg,0.20912188
img_000912017.jpg,-2.5305984
img_000912018.jpg,-2.8015676
img_000922018.jpg,-2.8584075
img_000962017.jpg,-2.5515256
img_000962018.jpg,-2.5889907
img_000972017.jpg,-2.3724823
img_000992017.jpg,-2.6328804
img_000992018.jpg,-2.4660327
img_001012018.jpg,-2.4838166
img_001052017.jpg,-2.7198505
img_001112017.jpg,-2.3847263
img_001182018.jpg,-2.4060626
img_001192018.jpg,-2.4969964
img_001202017.jpg,-2.529669
img_001202018.jpg,-2.7633584
img_001212017.jpg,-2.6281228
img_001232017.jpg,-2.6555119
img_001242017.jpg,-2.511004
img_001272017.jpg,-2.3206809
img_001272018.jpg,-2.6176395
img_001292017.jpg,-2.4719565
img_001332017.jpg,-2.3656383
img_001362017.jpg,-1.9094632
img_001362018.jpg,-2.5230544
img_001392017.jpg,-2.7034235
img_001412017.jpg,-2.4426575
img_001422018.jpg,-1.5560882
img_001452017.jpg,-2.4853508
img_001462017.jpg,-2.6792495
img_001472018.jpg,-2.5626342
img_001492018.jpg,-2.5936449
img_001512017.jpg,-2.6643682
img_001572018.jpg,-2.5620503
img_001622017.jpg,-2.4748344
img_001632017.jpg,-2.5805686
img_001642017.jpg,-2.6507072
img_001682018.jpg,-2.5671911
img_001692017.jpg,-2.553174
img_001712018.jpg,-2.4168553
img_001752018.jpg,-2.5626335
img_001772018.jpg,-2.4244413
