image_id,has_oilpalm
img_000022018.jpg,-2.5186708
img_000042017.jpg,-1.3778065
img_000052017.jpg,-2.358441
img_000062017.jpg,-2.4558952
img_000062018.jpg,-2.7257786
img_000122017.jpg,-2.4912503
img_000142018.jpg,-2.7215505
img_000162018.jpg,-2.7514024
img_000182017.jpg,-2.438553
img_000262017.jpg,-2.755229
img_000292017.jpg,-2.4922552
img_000302018.jpg,-2.609322
img_000342018.jpg,-2.5391552
img_000382017.jpg,-2.591695
img_000382018.jpg,-2.7476182
img_000422017.jpg,-2.5028102
img_000422018.jpg,-2.6108093
img_000432017.jpg,-2.9618826
img_000472018.jpg,-2.4276829
img_000532017.jpg,-3.1469731
img_000542018.jpg,-2.6638546
img_000552017.jpg,-2.5496783
img_000592017.jpg,-2.9318194
img_000602018.jpg,-2.5494385
img_000622017.jpg,-2.3778596
img_000622018.jpg,0.78064346
img_000632018.jpg,-2.7569342
img_000672018.jpg,-2.4798868
img_000682018.jpg,-0.7273306
img_000692017.jpg,-2.4100795
img_000702017.jpg,-2.7514513
img_000752017.jpg,-2.3725607
img_000762017.jpg,-2.8039334
img_000812018.jpg,-2.4723766
img_000822018.jpg,-2.430098
img_000832018.jpg,-2.6212301
img_000842018.jpg,-2.6631343
img_000852018.jpg,-2.3670845
img_000872018.jpg,-2.4187639
img_000882017.jpg,-2.4945576
img_000882018.jpg,-2.6029987
img_000902018.jpg,0.91047275
img_000912017.jpg,-3.3923306
img_000912018.jpg,-2.4363697
img_000922018.jpg,-2.4884973
img_000962017.jpg,-2.6311128
img_000962018.jpg,-2.8300543
img_000972017.jpg,-2.2598054
img_000992017.jpg,-2.6836455
img_000992018.jpg,-2.5284264
img_001012018.jpg,-2.4809844
img_001052017.jpg,-2.4151044
img_001112017.jpg,-2.8145616
img_001182018.jpg,-2.691141
img_001192018.jpg,-2.5529566
img_001202017.jpg,-2.4268649
img_001202018.jpg,-2.6947439
img_001212017.jpg,-2.6070592
img_001232017.jpg,-2.752646
img_001242017.jpg,-2.9758058
img_001272017.jpg,-2.6321673
img_001272018.jpg,-2.51162
img_001292017.jpg,-2.4599814
img_001332017.jpg,-2.4838536
img_001362017.jpg,-1.0194616
img_001362018.jpg,-2.6345024
img_001392017.jpg,-2.4335446
img_001412017.jpg,-2.4382484
img_001422018.jpg,-0.84655845
img_001452017.jpg,-2.394786
img_001462017.jpg,-2.0934958
img_001472018.jpg,-2.4476466
img_001492018.jpg,-2.5895004
img_001512017.jpg,-2.9787235
img_001572018.jpg,-2.3994236
img_001622017.jpg,-3.499594
img_001632017.jpg,-2.482643
img_001642017.jpg,-2.3211172
img_001682018.jpg,-2.650121
img_001692017.jpg,-2.4176235
img_001712018.jpg,-2.347374
img_001752018.jpg,-2.4984894
img_001772018.jpg,-2.6148143
img_001782017.jpg,-2.8504827
img_001792018.jpg,-2.5246475
img_001812017.jpg,-2.6301236
img_001822017.jpg,0.8076993
img_001842018.jpg,-2.5914862
img_001862017.jpg,0.7757466
img_001862018.jpg,-2.700664
img_001872018.jpg,-2.3188956
img_001892018.jpg,-2.7220566
img_001942017.jpg,-2.4021094
img_001942018.jpg,-2.2571585
img_001952018.jpg,-2.682883
img_001972017.jpg,-0.893242
img_001982017.jpg,-0.17546764
img_001992017.jpg,-2.6359415
img_002012018.jpg,-2.5239363
img_002052018.jpg,-2.5950582
img_002082018.jpg,-2.4948406
img_002122017.jpg,-2.461537
img_002142017.jpg,-2.5250418
img_002152018.jpg,-2.4214294
img_002192017.jpg,-2.3767364
img_002192018.jpg,-2.5430865
img_002212017.jpg,-2.515168
img_002252017.jpg,-2.4511886
img_002272018.jpg,-2.8221514
img_002282018.jpg,-2.7621686
img_002302018.jpg,-2.7043102
img_002312018.jpg,-2.4411604
img_002342017.jpg,0.81530523
img_002372017.jpg,-2.91652
img_002382018.jpg,-2.4818676
img_002402018.jpg,-2.4075866
img_002422018.jpg,-2.4943652
img_002462017.jpg,-2.5828218
img_002472018.jpg,-3.1243272
img_002492017.jpg,-3.2290423
img_002512017.jpg,-2.6388617
img_002532017.jpg,-2.6275172
img_002542017.jpg,0.4895793
img_002542018.jpg,-2.4667413
img_002582017.jpg,-2.1322703
img_002582018.jpg,-2.667635
img_002602017.jpg,-1.6893835
img_002622018.jpg,-2.6396399
img_002642017.jpg,-2.6927707
img_002642018.jpg,-2.4701333
img_002682018.jpg,-2.6528084
img_002702018.jpg,-2.8541756
img_002732017.jpg,-2.3346884
img_002762018.jpg,-2.6791737
img_002782018.jpg,-2.5697021
img_002802018.jpg,-2.801143
img_002812018.jpg,-2.4574685
img_002862017.jpg,-2.3279245
img_002962017.jpg,-2.522104
