image_id,has_oilpalm
img_000022018.jpg,-3.3612075
img_000042017.jpg,-1.6626506
img_000052017.jpg,-2.38103
img_000062017.jpg,-2.588529
img_000062018.jpg,-2.8888466
img_000122017.jpg,-2.518802
img_000142018.jpg,-3.0608125
img_000162018.jpg,-2.7146719
img_000182017.jpg,-2.480586
img_000262017.jpg,-2.64271
img_000292017.jpg,-2.4659812
img_000302018.jpg,-2.779513
img_000342018.jpg,-2.479208
img_000382017.jpg,-2.3214583
img_000382018.jpg,-3.0155115
img_000422017.jpg,-2.4776187
img_000422018.jpg,-2.7019348
img_000432017.jpg,-2.394717
img_000472018.jpg,-2.5652144
img_000532017.jpg,-2.4693532
img_000542018.jpg,-2.839779
img_000552017.jpg,-2.3994527
img_000592017.jpg,-3.0971088
img_000602018.jpg,-2.5981913
img_000622017.jpg,-2.388672
img_000622018.jpg,0.8096952
img_000632018.jpg,-2.819768
img_000672018.jpg,-2.4699233
img_000682018.jpg,-0.602543
img_000692017.jpg,-2.6364882
img_000702017.jpg,-2.874927
img_000752017.jpg,-2.41393
img_000762017.jpg,-2.561244
img_000812018.jpg,-2.6112857
img_000822018.jpg,-2.4829383
img_000832018.jpg,-2.5057423
img_000842018.jpg,-2.6141808
img_000852018.jpg,-2.4843006
img_000872018.jpg,-2.422357
img_000882017.jpg,-2.5847692
img_000882018.jpg,-2.6906323
img_000902018.jpg,0.9465989
img_000912017.jpg,-2.5174737
img_000912018.jpg,-2.8192883
img_000922018.jpg,-2.4588385
img_000962017.jpg,-2.719351
img_000962018.jpg,-2.8217988
img_000972017.jpg,-2.5828385
img_000992017.jpg,-2.5445628
img_000992018.jpg,-2.558454
img_001012018.jpg,-2.416624
img_001052017.jpg,-2.642771
img_001112017.jpg,-2.8388858
img_001182018.jpg,-2.661363
img_001192018.jpg,-2.755941
img_001202017.jpg,-2.2316191
img_001202018.jpg,-2.781726
img_001212017.jpg,-2.6908252
img_001232017.jpg,-2.5388348
img_001242017.jpg,-2.5477376
img_001272017.jpg,-2.7375617
img_001272018.jpg,-2.5258212
img_001292017.jpg,-2.5404973
img_001332017.jpg,-2.670954
img_001362017.jpg,-1.6569171
img_001362018.jpg,-2.6155446
img_001392017.jpg,-2.5556326
img_001412017.jpg,-2.4491658
img_001422018.jpg,-1.432236
img_001452017.jpg,-2.6058357
img_001462017.jpg,-2.3465583
img_001472018.jpg,-2.3834124
img_001492018.jpg,-2.6846604
img_001512017.jpg,-2.957918
img_001572018.jpg,-2.6512127
img_001622017.jpg,-2.4921122
img_001632017.jpg,-2.4669604
img_001642017.jpg,-2.7586656
img_001682018.jpg,-2.7520137
img_001692017.jpg,-2.4454904
img_001712018.jpg,-2.352917
img_001752018.jpg,-2.6265347
img_001772018.jpg,-2.6317205
img_001782017.jpg,-2.8889124
img_001792018.jpg,-2.411612
img_001812017.jpg,-2.6918259
img_001822017.jpg,0.9602182
img_001842018.jpg,-2.6543646
img_001862017.jpg,0.8862702
img_001862018.jpg,-2.735026
img_001872018.jpg,-2.6600738
img_001892018.jpg,-2.8855112
img_001942017.jpg,-2.1347773
img_001942018.jpg,-2.0298173
img_001952018.jpg,-2.9159253
img_001972017.jpg,-1.0064033
img_001982017.jpg,-0.27502757
img_001992017.jpg,-3.041617
img_002012018.jpg,-2.6726186
img_002052018.jpg,-2.5962925
img_002082018.jpg,-2.4763958
img_002122017.jpg,-2.6375356
img_002142017.jpg,-2.7523391
img_002152018.jpg,-2.6355894
img_002192017.jpg,-2.3847466
img_002192018.jpg,-2.7637966
img_002212017.jpg,-2.487503
img_002252017.jpg,-2.4468043
img_002272018.jpg,-3.017098
img_002282018.jpg,-2.6834116
img_002302018.jpg,-2.6919274
img_002312018.jpg,-2.581657
img_002342017.jpg,1.0011926
img_002372017.jpg,-2.5140111
img_002382018.jpg,-2.7898288
img_002402018.jpg,-2.7093985
img_002422018.jpg,-2.4775627
img_002462017.jpg,-2.7216933
img_002472018.jpg,-2.8026469
img_002492017.jpg,-2.4462569
img_002512017.jpg,-2.6213112
img_002532017.jpg,-2.6604867
img_002542017.jpg,0.21647708
img_002542018.jpg,-2.7504869
img_002582017.jpg,-2.299315
img_002582018.jpg,-2.8493114
img_002602017.jpg,-1.8620667
img_002622018.jpg,-2.7826123
img_002642017.jpg,-2.292344
img_002642018.jpg,-2.471957
img_002682018.jpg,-2.6289802
img_002702018.jpg,-2.829104
img_002732017.jpg,-2.6808126
img_002762018.jpg,-2.9065485
img_002782018.jpg,-2.5191474
img_002802018.jpg,-2.5443034
img_002812018.jpg,-2.8717954
img_002862017.jpg,-2.3417966
img_002962017.jpg,-2.62383
img_002962018.jpg,-2.8332393
img_002982017.jpg,-2.5279474
img_003042017.jpg,-2.4693215
img_003052018.jpg,-2.6114454
img_003062017.jpg,-2.45715
img_003082017.jpg,-2.7623267
img_003112017.jpg,-2.628332
img_003132017.jpg,0.8772667
img_003132018.jpg,-2.4354074
img_003142017.jpg,-2.7192402
img_003162018.jpg,-2.6383657
img_003172017.jpg,-2.4844713
img_003212018.jpg,-2.6425285
img_003302017.jpg,-2.6861334
img_003312017.jpg,-2.7590797
img_003412018.jpg,0.81113315
img_003442017.jpg,-2.5249143
img_003472018.jpg,-2.4036248
img_003512017.jpg,-2.5498195
img_003512018.jpg,-2.585926
img_003532017.jpg,-2.8296027
img_003552017.jpg,-2.3956242
img_003582018.jpg,-2.821825
img_003622017.jpg,-2.5609293
img_003622018.jpg,-2.4981503
img_003642017.jpg,-2.6456692
img_003652018.jpg,-2.6436782
img_003692018.jpg,-2.6325326
img_003762017.jpg,-2.657177
img_003782018.jpg,-2.5075545
img_003812017.jpg,-2.6216905
img_003822018.jpg,-2.917759
img_003842017.jpg,1.051909
img_003852018.jpg,0.7868712
img_003862018.jpg,-2.6879864
img_003882018.jpg,-2.5900745
img_003912017.jpg,-2.3297663
img_003952018.jpg,0.98930514
img_003962017.jpg,-2.6086636
img_004032018.jpg,-2.5364594
img_004062017.jpg,-2.825665
img_004072018.jpg,-1.6304489
img_004132018.jpg,-2.861188
img_004152018.jpg,-2.832255
img_004162017.jpg,-2.3763237
img_004212018.jpg,-2.679495
img_004282018.jpg,-2.488367
img_004302017.jpg,-2.5883608
img_004342018.jpg,-2.6826267
img_004382017.jpg,-2.7383728
img_004402017.jpg,0.85004914
img_004422018.jpg,-2.3866646
img_004432017.jpg,-2.4941726
img_004432018.jpg,-2.600727
img_004462018.jpg,-2.815816
img_004502018.jpg,-2.7106128
img_004512018.jpg,-2.6048293
img_004522018.jpg,-2.5765212
img_004552017.jpg,-2.5860004
img_004582018.jpg,-2.7499535
img_004662017.jpg,-2.5425415
img_004672017.jpg,-2.421953
img_004672018.jpg,-2.817747
img_004682017.jpg,-2.3894987
img_004692018.jpg,-3.050636
img_004732018.jpg,-2.6619434
img_004742018.jpg,-2.7320035
img_004752018.jpg,-2.9533877
img_004762017.jpg,-2.454034
img_004782018.jpg,-2.6789293
img_004882017.jpg,-2.4248154
img_004912017.jpg,-2.4850304
img_004982017.jpg,-2.6380217
img_005062017.jpg,0.8525806
img_005102017.jpg,-2.4741335
img_005102018.jpg,-2.4975438
img_005162018.jpg,-2.0916624
img_005172017.jpg,-2.443996
img_005192018.jpg,-2.774312
img_005222017.jpg,-2.5590167
img_005242017.jpg,-1.8122445
img_005242018.jpg,-2.470308
img_005262017.jpg,-2.47228
