image_id,has_oilpalm
img_000022018.jpg,-2.8556857
img_000042017.jpg,-1.4917442
img_000052017.jpg,-2.3674767
img_000062017.jpg,-2.5089488
img_000062018.jpg,-2.7910058
img_000122017.jpg,-2.5022712
img_000142018.jpg,-2.8572555
img_000162018.jpg,-2.73671
img_000182017.jpg,-2.4553664
img_000262017.jpg,-2.7102213
img_000292017.jpg,-2.4817457
img_000302018.jpg,-2.6773987
img_000342018.jpg,-2.5151763
img_000382017.jpg,-2.4836004
img_000382018.jpg,-2.8547757
img_000422017.jpg,-2.4927337
img_000422018.jpg,-2.6472597
img_000432017.jpg,-2.7350163
img_000472018.jpg,-2.4826956
img_000532017.jpg,-2.8759253
img_000542018.jpg,-2.7342243
img_000552017.jpg,-2.4895883
img_000592017.jpg,-2.9979353
img_000602018.jpg,-2.5689397
img_000622017.jpg,-2.3821847
img_000622018.jpg,0.79226416
img_000632018.jpg,-2.7820678
img_000672018.jpg,-2.4759014
img_000682018.jpg,-0.6774156
img_000692017.jpg,-2.5006433
img_000702017.jpg,-2.8008418
img_000752017.jpg,-2.3891087
img_000762017.jpg,-2.7068577
img_000812018.jpg,-2.5279403
img_000822018.jpg,-2.451234
img_000832018.jpg,-2.575035
img_000842018.jpg,-2.643553
img_000852018.jpg,-2.413971
img_000872018.jpg,-2.4202013
img_000882017.jpg,-2.5306425
img_000882018.jpg,-2.6380522
img_000902018.jpg,0.9249232
img_000912017.jpg,-3.042388
img_000912018.jpg,-2.5895371
img_000922018.jpg,-2.4766338
img_000962017.jpg,-2.666408
img_000962018.jpg,-2.8267522
img_000972017.jpg,-2.3890188
img_000992017.jpg,-2.6280127
img_000992018.jpg,-2.5404375
img_001012018.jpg,-2.4552402
img_001052017.jpg,-2.5061712
img_001112017.jpg,-2.8242912
img_001182018.jpg,-2.6792297
img_001192018.jpg,-2.6341505
img_001202017.jpg,-2.3487666
img_001202018.jpg,-2.7295368
img_001212017.jpg,-2.6405656
img_001232017.jpg,-2.6671214
img_001242017.jpg,-2.8045785
img_001272017.jpg,-2.6743252
img_001272018.jpg,-2.5173006
img_001292017.jpg,-2.492188
img_001332017.jpg,-2.558694
img_001362017.jpg,-1.2744439
img_001362018.jpg,-2.6269193
img_001392017.jpg,-2.48238
img_001412017.jpg,-2.4426155
img_001422018.jpg,-1.0808295
img_001452017.jpg,-2.4792058
img_001462017.jpg,-2.194721
img_001472018.jpg,-2.421953
img_001492018.jpg,-2.6275644
img_001512017.jpg,-2.9704013
img_001572018.jpg,-2.5001392
img_001622017.jpg,-3.0966015
img_001632017.jpg,-2.4763699
img_001642017.jpg,-2.4961367
img_001682018.jpg,-2.6908782
img_001692017.jpg,-2.4287703
img_001712018.jpg,-2.3495913
img_001752018.jpg,-2.5497074
img_001772018.jpg,-2.6215768
